"DATE";"TIME_PERIOD";"OBS_VALUE";"OBS_STATUS";"OBS_QUAL";"OBS_TYPE";"IDBANK";"FREQ";"TITLE_FR";"TITLE_EN";"LAST_UPDATE";"UNIT_MEASURE";"UNIT_MULT";"REF_AREA";"DECIMALS";"OBS_REV"
2020-12-01;"2020-12";136.91;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2020-11-01;"2020-11";139.47;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-10-01;"2020-10";132.85;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-09-01;"2020-09";135.51;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-08-01;"2020-08";127.4;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2020-07-01;"2020-07";129.15;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-06-01;"2020-06";138.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-05-01;"2020-05";128.74;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-04-01;"2020-04";130.16;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-03-01;"2020-03";139.1;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-02-01;"2020-02";136.13;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2020-01-01;"2020-01";137.81;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-12-01;"2019-12";137.42;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-11-01;"2019-11";134.85;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-10-01;"2019-10";135.62;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-09-01;"2019-09";139.38;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-08-01;"2019-08";137.42;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-07-01;"2019-07";133.16;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-06-01;"2019-06";130.81;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-05-01;"2019-05";133.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-04-01;"2019-04";133.77;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-03-01;"2019-03";131.79;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-02-01;"2019-02";128.39;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2019-01-01;"2019-01";129.68;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-12-01;"2018-12";131.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-11-01;"2018-11";130.76;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-10-01;"2018-10";133.32;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-09-01;"2018-09";126.61;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-08-01;"2018-08";125.48;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-07-01;"2018-07";126.74;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-06-01;"2018-06";123.73;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-05-01;"2018-05";123.62;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-04-01;"2018-04";121.84;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-03-01;"2018-03";121.31;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-02-01;"2018-02";121.52;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2018-01-01;"2018-01";120.98;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-12-01;"2017-12";119.13;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-11-01;"2017-11";117.81;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-10-01;"2017-10";116.13;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-09-01;"2017-09";116.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-08-01;"2017-08";114.36;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-07-01;"2017-07";123.34;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-06-01;"2017-06";114.1;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-05-01;"2017-05";118.14;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-04-01;"2017-04";107.82;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-03-01;"2017-03";119.85;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-02-01;"2017-02";111.88;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2017-01-01;"2017-01";108.93;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-12-01;"2016-12";108.07;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-11-01;"2016-11";109.19;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-10-01;"2016-10";107.29;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-09-01;"2016-09";107.15;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-08-01;"2016-08";107.25;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2016-07-01;"2016-07";105.28;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-06-01;"2016-06";106.8;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-05-01;"2016-05";101.98;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-04-01;"2016-04";100.34;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-03-01;"2016-03";104.6;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2016-02-01;"2016-02";113.31;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2016-01-01;"2016-01";104.29;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-12-01;"2015-12";102.72;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-11-01;"2015-11";103.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-10-01;"2015-10";100.6;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-09-01;"2015-09";101.5;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-08-01;"2015-08";100.7;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-07-01;"2015-07";101.15;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-06-01;"2015-06";101.62;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2015-05-01;"2015-05";93.09;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-04-01;"2015-04";99.68;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-03-01;"2015-03";98.34;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-02-01;"2015-02";100.14;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2015-01-01;"2015-01";97.43;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
2014-12-01;"2014-12";96.77;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";"1"
