"DATE";"TIME_PERIOD";"OBS_VALUE";"OBS_STATUS";"OBS_QUAL";"OBS_TYPE";"IDBANK";"FREQ";"TITLE_FR";"TITLE_EN";"LAST_UPDATE";"UNIT_MEASURE";"UNIT_MULT";"REF_AREA";"DECIMALS";"OBS_REV"
2006-12-01;"2006-12";74.06;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-11-01;"2006-11";68.88;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-10-01;"2006-10";70.07;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-09-01;"2006-09";69.61;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-08-01;"2006-08";68.13;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-07-01;"2006-07";67.28;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-06-01;"2006-06";67.85;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-05-01;"2006-05";68.18;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-04-01;"2006-04";66.86;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-03-01;"2006-03";66.35;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-02-01;"2006-02";65.22;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2006-01-01;"2006-01";65.9;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-12-01;"2005-12";64.66;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-11-01;"2005-11";65.2;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-10-01;"2005-10";63.5;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-09-01;"2005-09";64.85;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-08-01;"2005-08";63.97;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-07-01;"2005-07";65.49;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-06-01;"2005-06";60.36;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-05-01;"2005-05";62.25;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-04-01;"2005-04";61.66;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-03-01;"2005-03";62.96;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-02-01;"2005-02";61.59;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2005-01-01;"2005-01";61.9;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-12-01;"2004-12";62.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-11-01;"2004-11";62.24;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-10-01;"2004-10";62.52;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-09-01;"2004-09";61.97;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-08-01;"2004-08";61.41;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-07-01;"2004-07";61.77;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-06-01;"2004-06";59.48;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-05-01;"2004-05";60.4;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-04-01;"2004-04";59.35;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-03-01;"2004-03";60.07;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-02-01;"2004-02";61.24;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2004-01-01;"2004-01";60.25;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-12-01;"2003-12";59.43;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-11-01;"2003-11";58.01;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-10-01;"2003-10";60.08;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-09-01;"2003-09";59.52;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-08-01;"2003-08";61.68;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-07-01;"2003-07";61.06;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-06-01;"2003-06";58.53;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-05-01;"2003-05";58.23;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-04-01;"2003-04";60.02;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-03-01;"2003-03";60.22;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-02-01;"2003-02";59.49;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2003-01-01;"2003-01";57.76;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-12-01;"2002-12";58.05;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-11-01;"2002-11";59.44;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-10-01;"2002-10";59.46;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-09-01;"2002-09";61.88;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-08-01;"2002-08";58.63;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-07-01;"2002-07";58.99;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-06-01;"2002-06";60.65;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-05-01;"2002-05";61.08;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-04-01;"2002-04";61.87;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-03-01;"2002-03";59.61;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-02-01;"2002-02";59.69;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2002-01-01;"2002-01";60.31;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-12-01;"2001-12";62.12;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-11-01;"2001-11";60.66;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-10-01;"2001-10";60.36;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-09-01;"2001-09";60.96;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-08-01;"2001-08";60.27;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-07-01;"2001-07";59.12;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-06-01;"2001-06";60.37;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-05-01;"2001-05";60.72;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-04-01;"2001-04";57.03;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-03-01;"2001-03";59.2;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-02-01;"2001-02";59.48;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2001-01-01;"2001-01";58.95;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-12-01;"2000-12";59.69;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-11-01;"2000-11";57.35;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-10-01;"2000-10";56.17;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-09-01;"2000-09";56.58;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-08-01;"2000-08";56.86;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-07-01;"2000-07";56.79;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-06-01;"2000-06";56.94;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-05-01;"2000-05";54.29;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-04-01;"2000-04";54.3;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-03-01;"2000-03";54.97;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-02-01;"2000-02";53.87;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
2000-01-01;"2000-01";54.42;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-12-01;"1999-12";53.98;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-11-01;"1999-11";54.44;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-10-01;"1999-10";53.67;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-09-01;"1999-09";52.55;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-08-01;"1999-08";51.52;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-07-01;"1999-07";53.97;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-06-01;"1999-06";49.92;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-05-01;"1999-05";49.44;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-04-01;"1999-04";50.13;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-03-01;"1999-03";48.93;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
1999-02-01;"1999-02";50.36;"A";"DEF";"A";"010543680";"M";"Indice de chiffre d'affaires - Conseil informatique (NAF rév. 2, niv. classe poste 62.02)";"Turnover index - Computer consultancy activities (NAF rev. 2, lev. Class, item 62.02)";"2021-02-26";"SO";"0";"FE";"2";NA
